example_id,review_text,domain,predicted_sentiment,confidence,model_version
2058,Visually stunning with incredible performances!,Movies,positive,0.811,BERT-base-finetuned
2059,The plot was predictable and the acting was wooden.,Movies,neutral,0.692,BERT-base-finetuned
2060,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.937,BERT-base-finetuned
2061,Absolutely brilliant from start to finish!,Movies,positive,0.759,BERT-base-finetuned
2062,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.803,BERT-base-finetuned
2063,"Overhyped and underwhelming, sadly.",Movies,neutral,0.817,BERT-base-finetuned
2064,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.919,BERT-base-finetuned
2065,A solid effort with some memorable scenes.,Movies,neutral,0.734,BERT-base-finetuned
2066,A solid effort with some memorable scenes.,Movies,neutral,0.77,BERT-base-finetuned
2067,One of the best films I've seen this year!,Movies,positive,0.863,BERT-base-finetuned
2068,The plot was predictable and the acting was wooden.,Movies,neutral,0.647,BERT-base-finetuned
2069,"Waste of time and money, completely disappointing.",Movies,negative,0.888,BERT-base-finetuned
2070,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.834,BERT-base-finetuned
2071,Visually stunning with incredible performances!,Movies,positive,0.917,BERT-base-finetuned
2072,Absolutely brilliant from start to finish!,Movies,positive,0.834,BERT-base-finetuned
2073,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.561,BERT-base-finetuned
2074,"Overhyped and underwhelming, sadly.",Movies,neutral,0.692,BERT-base-finetuned
2075,Too long and self-indulgent for my taste.,Movies,neutral,0.709,BERT-base-finetuned
2076,Visually stunning with incredible performances!,Movies,positive,0.786,BERT-base-finetuned
2077,Absolutely brilliant from start to finish!,Movies,positive,0.948,BERT-base-finetuned
2078,The pacing was off and the ending felt rushed.,Movies,neutral,0.66,BERT-base-finetuned
2079,"Overhyped and underwhelming, sadly.",Movies,neutral,0.666,BERT-base-finetuned
2080,An absolute masterpiece that will leave you speechless!,Movies,positive,0.914,BERT-base-finetuned
2081,"It had its moments, but overall pretty average.",Movies,neutral,0.686,BERT-base-finetuned
2082,"Overhyped and underwhelming, sadly.",Movies,neutral,0.826,BERT-base-finetuned
2083,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.943,BERT-base-finetuned
2084,A solid effort with some memorable scenes.,Movies,neutral,0.638,BERT-base-finetuned
2085,Visually stunning with incredible performances!,Movies,positive,0.972,BERT-base-finetuned
2086,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.611,BERT-base-finetuned
2087,Visually stunning with incredible performances!,Movies,positive,0.765,BERT-base-finetuned
2088,A solid effort with some memorable scenes.,Movies,neutral,0.651,BERT-base-finetuned
2089,Too long and self-indulgent for my taste.,Movies,neutral,0.838,BERT-base-finetuned
2090,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.594,BERT-base-finetuned
2091,Too long and self-indulgent for my taste.,Movies,neutral,0.591,BERT-base-finetuned
2092,Too long and self-indulgent for my taste.,Movies,neutral,0.646,BERT-base-finetuned
2093,"It had its moments, but overall pretty average.",Movies,neutral,0.585,BERT-base-finetuned
2094,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.712,BERT-base-finetuned
2095,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.607,BERT-base-finetuned
2096,Visually stunning with incredible performances!,Movies,positive,0.951,BERT-base-finetuned
2097,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.709,BERT-base-finetuned
2098,One of the best films I've seen this year!,Movies,positive,0.938,BERT-base-finetuned
2099,Visually stunning with incredible performances!,Movies,positive,0.897,BERT-base-finetuned
2100,Visually stunning with incredible performances!,Movies,positive,0.959,BERT-base-finetuned
2101,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.785,BERT-base-finetuned
2102,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.835,BERT-base-finetuned
2103,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.79,BERT-base-finetuned
2104,A decent watch but nothing groundbreaking.,Movies,neutral,0.687,BERT-base-finetuned
2105,An absolute masterpiece that will leave you speechless!,Movies,positive,0.764,BERT-base-finetuned
2106,The pacing was off and the ending felt rushed.,Movies,neutral,0.663,BERT-base-finetuned
2107,A decent watch but nothing groundbreaking.,Movies,neutral,0.824,BERT-base-finetuned
2108,A solid effort with some memorable scenes.,Movies,neutral,0.592,BERT-base-finetuned
2109,An absolute masterpiece that will leave you speechless!,Movies,positive,0.753,BERT-base-finetuned
2110,Too long and self-indulgent for my taste.,Movies,neutral,0.551,BERT-base-finetuned
2111,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.776,BERT-base-finetuned
2112,An absolute masterpiece that will leave you speechless!,Movies,positive,0.965,BERT-base-finetuned
2113,Visually stunning with incredible performances!,Movies,positive,0.955,BERT-base-finetuned
2114,The plot was predictable and the acting was wooden.,Movies,neutral,0.653,BERT-base-finetuned
2115,One of the best films I've seen this year!,Movies,positive,0.977,BERT-base-finetuned
2116,"Waste of time and money, completely disappointing.",Movies,negative,0.861,BERT-base-finetuned
2117,Visually stunning with incredible performances!,Movies,positive,0.817,BERT-base-finetuned
2118,"Waste of time and money, completely disappointing.",Movies,negative,0.87,BERT-base-finetuned
2119,Absolutely brilliant from start to finish!,Movies,positive,0.889,BERT-base-finetuned
2120,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.797,BERT-base-finetuned
2121,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.653,BERT-base-finetuned
2122,"Waste of time and money, completely disappointing.",Movies,negative,0.872,BERT-base-finetuned
2123,"It had its moments, but overall pretty average.",Movies,neutral,0.656,BERT-base-finetuned
2124,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.837,BERT-base-finetuned
2125,The pacing was off and the ending felt rushed.,Movies,neutral,0.694,BERT-base-finetuned
2126,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.651,BERT-base-finetuned
2127,The pacing was off and the ending felt rushed.,Movies,neutral,0.676,BERT-base-finetuned
2128,A decent watch but nothing groundbreaking.,Movies,neutral,0.728,BERT-base-finetuned
2129,The plot was predictable and the acting was wooden.,Movies,neutral,0.718,BERT-base-finetuned
2130,"Waste of time and money, completely disappointing.",Movies,negative,0.907,BERT-base-finetuned
2131,"It had its moments, but overall pretty average.",Movies,neutral,0.783,BERT-base-finetuned
2132,One of the best films I've seen this year!,Movies,positive,0.92,BERT-base-finetuned
2133,One of the best films I've seen this year!,Movies,positive,0.868,BERT-base-finetuned
2134,"Waste of time and money, completely disappointing.",Movies,negative,0.929,BERT-base-finetuned
2135,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.653,BERT-base-finetuned
2136,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.83,BERT-base-finetuned
2137,The pacing was off and the ending felt rushed.,Movies,neutral,0.67,BERT-base-finetuned
2138,Visually stunning with incredible performances!,Movies,positive,0.95,BERT-base-finetuned
2139,A decent watch but nothing groundbreaking.,Movies,neutral,0.738,BERT-base-finetuned
2140,An absolute masterpiece that will leave you speechless!,Movies,positive,0.771,BERT-base-finetuned
2141,"It had its moments, but overall pretty average.",Movies,neutral,0.798,BERT-base-finetuned
2142,The plot was predictable and the acting was wooden.,Movies,neutral,0.8,BERT-base-finetuned
2143,A decent watch but nothing groundbreaking.,Movies,neutral,0.569,BERT-base-finetuned
2144,The pacing was off and the ending felt rushed.,Movies,neutral,0.761,BERT-base-finetuned
2145,"Overhyped and underwhelming, sadly.",Movies,neutral,0.665,BERT-base-finetuned
2146,Absolutely brilliant from start to finish!,Movies,positive,0.98,BERT-base-finetuned
2147,"Waste of time and money, completely disappointing.",Movies,negative,0.775,BERT-base-finetuned
2148,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.766,BERT-base-finetuned
2149,An absolute masterpiece that will leave you speechless!,Movies,positive,0.786,BERT-base-finetuned
2150,One of the best films I've seen this year!,Movies,positive,0.828,BERT-base-finetuned
2151,Too long and self-indulgent for my taste.,Movies,neutral,0.814,BERT-base-finetuned
2152,"Waste of time and money, completely disappointing.",Movies,negative,0.781,BERT-base-finetuned
2153,The plot was predictable and the acting was wooden.,Movies,neutral,0.71,BERT-base-finetuned
2154,Visually stunning with incredible performances!,Movies,positive,0.976,BERT-base-finetuned
2155,"Waste of time and money, completely disappointing.",Movies,negative,0.79,BERT-base-finetuned
2156,"It had its moments, but overall pretty average.",Movies,neutral,0.809,BERT-base-finetuned
2157,The plot was predictable and the acting was wooden.,Movies,neutral,0.72,BERT-base-finetuned
2158,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.743,BERT-base-finetuned
2159,A decent watch but nothing groundbreaking.,Movies,neutral,0.758,BERT-base-finetuned
2160,The plot was predictable and the acting was wooden.,Movies,neutral,0.793,BERT-base-finetuned
2161,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.597,BERT-base-finetuned
2162,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.784,BERT-base-finetuned
2163,A solid effort with some memorable scenes.,Movies,neutral,0.575,BERT-base-finetuned
2164,Too long and self-indulgent for my taste.,Movies,neutral,0.708,BERT-base-finetuned
2165,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.657,BERT-base-finetuned
2166,The plot was predictable and the acting was wooden.,Movies,neutral,0.611,BERT-base-finetuned
2167,An absolute masterpiece that will leave you speechless!,Movies,positive,0.825,BERT-base-finetuned
2168,Visually stunning with incredible performances!,Movies,positive,0.936,BERT-base-finetuned
2169,Visually stunning with incredible performances!,Movies,positive,0.939,BERT-base-finetuned
2170,Too long and self-indulgent for my taste.,Movies,neutral,0.641,BERT-base-finetuned
2171,A solid effort with some memorable scenes.,Movies,neutral,0.582,BERT-base-finetuned
2172,"It had its moments, but overall pretty average.",Movies,neutral,0.841,BERT-base-finetuned
2173,Too long and self-indulgent for my taste.,Movies,neutral,0.638,BERT-base-finetuned
2174,"Overhyped and underwhelming, sadly.",Movies,neutral,0.631,BERT-base-finetuned
2175,A solid effort with some memorable scenes.,Movies,neutral,0.599,BERT-base-finetuned
2176,An absolute masterpiece that will leave you speechless!,Movies,positive,0.919,BERT-base-finetuned
2177,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.676,BERT-base-finetuned
2178,"Overhyped and underwhelming, sadly.",Movies,neutral,0.634,BERT-base-finetuned
2179,"Overhyped and underwhelming, sadly.",Movies,neutral,0.573,BERT-base-finetuned
2180,One of the best films I've seen this year!,Movies,positive,0.929,BERT-base-finetuned
2181,One of the best films I've seen this year!,Movies,positive,0.895,BERT-base-finetuned
2182,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.826,BERT-base-finetuned
2183,Absolutely brilliant from start to finish!,Movies,positive,0.762,BERT-base-finetuned
2184,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.801,BERT-base-finetuned
2185,An absolute masterpiece that will leave you speechless!,Movies,positive,0.932,BERT-base-finetuned
2186,"Waste of time and money, completely disappointing.",Movies,negative,0.723,BERT-base-finetuned
2187,Too long and self-indulgent for my taste.,Movies,neutral,0.581,BERT-base-finetuned
2188,Too long and self-indulgent for my taste.,Movies,neutral,0.731,BERT-base-finetuned
2189,An absolute masterpiece that will leave you speechless!,Movies,positive,0.801,BERT-base-finetuned
2190,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.884,BERT-base-finetuned
2191,A decent watch but nothing groundbreaking.,Movies,neutral,0.762,BERT-base-finetuned
2192,"Waste of time and money, completely disappointing.",Movies,negative,0.917,BERT-base-finetuned
2193,One of the best films I've seen this year!,Movies,positive,0.956,BERT-base-finetuned
2194,The pacing was off and the ending felt rushed.,Movies,neutral,0.629,BERT-base-finetuned
2195,The pacing was off and the ending felt rushed.,Movies,neutral,0.748,BERT-base-finetuned
2196,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.792,BERT-base-finetuned
2197,A decent watch but nothing groundbreaking.,Movies,neutral,0.666,BERT-base-finetuned
2198,"It had its moments, but overall pretty average.",Movies,neutral,0.66,BERT-base-finetuned
2199,Visually stunning with incredible performances!,Movies,positive,0.971,BERT-base-finetuned
2200,Absolutely brilliant from start to finish!,Movies,positive,0.941,BERT-base-finetuned
2201,An absolute masterpiece that will leave you speechless!,Movies,positive,0.877,BERT-base-finetuned
2202,"Waste of time and money, completely disappointing.",Movies,negative,0.875,BERT-base-finetuned
