sentence_id,review_text,predicted_sentiment,confidence_score,dataset,movie_genre,review_length
6767,The cinematography was stunning and brilliant.,positive,0.791,SST-3 (Movies),Action,6
6768,Brilliant performances throughout!,positive,0.671,SST-3 (Movies),Drama,3
6769,It was fair - that's all I can say.,neutral,0.767,SST-3 (Movies),Action,9
6770,"This film exceeded all expectations, it was wonderful.",positive,0.629,SST-3 (Movies),Sci-Fi,8
6771,I was amazed by this incredible film.,positive,0.925,SST-3 (Movies),Romance,7
6772,I've never seen such ridiculous performances.,negative,0.948,SST-3 (Movies),Drama,6
6773,The acting was amazing and the story was incredible.,positive,0.763,SST-3 (Movies),Horror,9
6774,This is hands down the horrible film of the year.,negative,0.613,SST-3 (Movies),Drama,10
6775,"This film exceeded all expectations, it was powerful.",positive,0.791,SST-3 (Movies),Horror,8
6776,The acting was terrible and the plot was awful.,negative,0.772,SST-3 (Movies),Action,9
6777,"This film exceeded all expectations, it was superb.",positive,0.728,SST-3 (Movies),Romance,8
6778,The acting was decent and the story was adequate.,neutral,0.818,SST-3 (Movies),Horror,9
6779,What a brilliant experience!,positive,0.979,SST-3 (Movies),Sci-Fi,4
6780,This movie was awful.,negative,0.741,SST-3 (Movies),Comedy,4
6781,"Some parts were good, others were ordinary.",neutral,0.675,SST-3 (Movies),Action,7
6782,The acting was stellar and the story was incredible.,positive,0.634,SST-3 (Movies),Drama,9
6783,"Some parts were good, others were so-so.",neutral,0.854,SST-3 (Movies),Action,7
6784,Absolutely stellar film!,positive,0.799,SST-3 (Movies),Drama,3
6785,What a powerful experience!,positive,0.893,SST-3 (Movies),Action,4
6786,Brilliant performances throughout!,positive,0.701,SST-3 (Movies),Action,3
6787,"This film exceeded all expectations, it was fantastic.",positive,0.854,SST-3 (Movies),Action,8
6788,It's a forgettable experience overall.,neutral,0.708,SST-3 (Movies),Comedy,5
6789,The direction was awful and the script was mediocre.,negative,0.945,SST-3 (Movies),Action,9
6790,It was passable - that's all I can say.,neutral,0.949,SST-3 (Movies),Action,9
6791,The acting was decent and the story was modest.,neutral,0.969,SST-3 (Movies),Sci-Fi,9
6792,Brilliant performances throughout!,positive,0.951,SST-3 (Movies),Comedy,3
6793,A brilliant masterpiece that blew me away.,positive,0.932,SST-3 (Movies),Action,7
6794,"This film exceeded all expectations, it was wonderful.",positive,0.873,SST-3 (Movies),Drama,8
6795,The movie was fair but also entertaining.,neutral,0.648,SST-3 (Movies),Horror,7
6796,The acting was terrible and the plot was annoying.,negative,0.715,SST-3 (Movies),Drama,9
6797,It's a modest experience overall.,neutral,0.702,SST-3 (Movies),Romance,5
6798,A spectacular masterpiece that blew me away.,positive,0.652,SST-3 (Movies),Drama,7
6799,This is hands down the laughable film of the year.,negative,0.78,SST-3 (Movies),Comedy,10
6800,This movie was unforgettable!,positive,0.639,SST-3 (Movies),Action,4
6801,"Some parts were good, others were modest.",neutral,0.804,SST-3 (Movies),Sci-Fi,7
6802,Terrible - I want my money back!,negative,0.987,SST-3 (Movies),Romance,7
6803,One of the most spectacular movies I've ever seen.,positive,0.823,SST-3 (Movies),Romance,9
6804,I've never seen such pointless performances.,negative,0.648,SST-3 (Movies),Action,6
6805,One of the most excellent movies I've ever seen.,positive,0.668,SST-3 (Movies),Horror,9
6806,What a extraordinary experience!,positive,0.612,SST-3 (Movies),Sci-Fi,4
6807,"Not great, not terrible, just forgettable.",neutral,0.644,SST-3 (Movies),Comedy,6
6808,This movie was superb!,positive,0.794,SST-3 (Movies),Horror,4
6809,Boring from start to finish.,negative,0.699,SST-3 (Movies),Romance,5
6810,A excellent masterpiece that blew me away.,positive,0.734,SST-3 (Movies),Drama,7
6811,What a remarkable experience!,positive,0.933,SST-3 (Movies),Romance,4
6812,What a remarkable experience!,positive,0.926,SST-3 (Movies),Action,4
6813,"This film exceeded all expectations, it was brilliant.",positive,0.683,SST-3 (Movies),Action,8
6814,Terrible - I want my money back!,negative,0.735,SST-3 (Movies),Sci-Fi,7
6815,The acting was spectacular and the story was incredible.,positive,0.84,SST-3 (Movies),Horror,9
6816,"Some parts were good, others were average.",neutral,0.751,SST-3 (Movies),Horror,7
6817,The direction was awful and the script was annoying.,negative,0.826,SST-3 (Movies),Comedy,9
6818,Terrible - I want my money back!,negative,0.96,SST-3 (Movies),Sci-Fi,7
6819,This movie was nonsensical.,negative,0.666,SST-3 (Movies),Drama,4
6820,The movie was passable but also entertaining.,neutral,0.862,SST-3 (Movies),Romance,7
6821,One of the most powerful movies I've ever seen.,positive,0.752,SST-3 (Movies),Comedy,9
6822,A horrible disaster that disappointed me.,negative,0.626,SST-3 (Movies),Horror,6
6823,Terrible - I want my money back!,negative,0.769,SST-3 (Movies),Horror,7
6824,"Some parts were good, others were ordinary.",neutral,0.649,SST-3 (Movies),Romance,7
6825,"Nothing special, just okay.",neutral,0.882,SST-3 (Movies),Sci-Fi,4
6826,What a dreadful waste of time.,negative,0.978,SST-3 (Movies),Action,6
6827,What a incredible experience!,positive,0.958,SST-3 (Movies),Sci-Fi,4
6828,The cinematography was stunning and extraordinary.,positive,0.856,SST-3 (Movies),Horror,6
6829,Absolutely powerful film!,positive,0.75,SST-3 (Movies),Action,3
6830,Absolutely stellar film!,positive,0.843,SST-3 (Movies),Sci-Fi,3
6831,A disappointing disaster that disappointed me.,negative,0.678,SST-3 (Movies),Comedy,6
6832,"Nothing special, just ordinary.",neutral,0.878,SST-3 (Movies),Horror,4
6833,A incredible masterpiece that blew me away.,positive,0.973,SST-3 (Movies),Romance,7
6834,This movie was unforgettable!,positive,0.685,SST-3 (Movies),Romance,4
6835,It's a fair experience overall.,neutral,0.861,SST-3 (Movies),Sci-Fi,5
6836,It was mediocre - that's all I can say.,neutral,0.798,SST-3 (Movies),Comedy,9
6837,The acting was excellent and the story was incredible.,positive,0.781,SST-3 (Movies),Horror,9
6838,A frustrating disaster that disappointed me.,negative,0.899,SST-3 (Movies),Romance,6
6839,I was amazed by this incredible film.,positive,0.641,SST-3 (Movies),Romance,7
6840,The cinematography was stunning and wonderful.,positive,0.614,SST-3 (Movies),Sci-Fi,6
6841,One of the most extraordinary movies I've ever seen.,positive,0.819,SST-3 (Movies),Romance,9
6842,Absolutely incredible film!,positive,0.731,SST-3 (Movies),Sci-Fi,3
6843,"Not great, not terrible, just tolerable.",neutral,0.864,SST-3 (Movies),Romance,6
6844,"Not great, not terrible, just middling.",neutral,0.637,SST-3 (Movies),Comedy,6
6845,Brilliant performances throughout!,positive,0.779,SST-3 (Movies),Comedy,3
6846,Brilliant performances throughout!,positive,0.893,SST-3 (Movies),Comedy,3
6847,Terrible - I want my money back!,negative,0.74,SST-3 (Movies),Sci-Fi,7
6848,This is hands down the horrible film of the year.,negative,0.911,SST-3 (Movies),Romance,10
6849,Complete disaster - don't waste your money.,negative,0.876,SST-3 (Movies),Comedy,7
6850,The acting was remarkable and the story was incredible.,positive,0.772,SST-3 (Movies),Romance,9
6851,What a spectacular experience!,positive,0.913,SST-3 (Movies),Comedy,4
6852,I was amazed by this incredible film.,positive,0.868,SST-3 (Movies),Romance,7
6853,Absolutely unforgettable film!,positive,0.861,SST-3 (Movies),Comedy,3
6854,The acting was decent and the story was acceptable.,neutral,0.889,SST-3 (Movies),Romance,9
6855,This is hands down the terrible film of the year.,negative,0.664,SST-3 (Movies),Horror,10
6856,"This film exceeded all expectations, it was stellar.",positive,0.837,SST-3 (Movies),Drama,8
6857,Brilliant performances throughout!,positive,0.734,SST-3 (Movies),Action,3
6858,The acting was terrible and the plot was annoying.,negative,0.899,SST-3 (Movies),Comedy,9
6859,This is hands down the pointless film of the year.,negative,0.713,SST-3 (Movies),Sci-Fi,10
6860,What a nonsensical waste of time.,negative,0.83,SST-3 (Movies),Sci-Fi,6
6861,It was an forgettable film.,neutral,0.889,SST-3 (Movies),Horror,5
6862,The acting was decent and the story was forgettable.,neutral,0.686,SST-3 (Movies),Comedy,9
6863,"Nothing special, just unremarkable.",neutral,0.905,SST-3 (Movies),Comedy,4
6864,A pointless disaster that disappointed me.,negative,0.701,SST-3 (Movies),Comedy,6
6865,Terrible - I want my money back!,negative,0.871,SST-3 (Movies),Horror,7
6866,Terrible - I want my money back!,negative,0.871,SST-3 (Movies),Horror,7
6867,The cinematography was stunning and wonderful.,positive,0.718,SST-3 (Movies),Romance,6
6868,A remarkable masterpiece that blew me away.,positive,0.753,SST-3 (Movies),Sci-Fi,7
6869,What a superb experience!,positive,0.606,SST-3 (Movies),Comedy,4
6870,"Nothing special, just forgettable.",neutral,0.937,SST-3 (Movies),Drama,4
6871,Complete disaster - don't waste your money.,negative,0.625,SST-3 (Movies),Horror,7
6872,One of the most outstanding movies I've ever seen.,positive,0.946,SST-3 (Movies),Action,9
6873,What a extraordinary experience!,positive,0.987,SST-3 (Movies),Drama,4
6874,The cinematography was stunning and remarkable.,positive,0.778,SST-3 (Movies),Drama,6
6875,Brilliant performances throughout!,positive,0.794,SST-3 (Movies),Comedy,3
6876,This is hands down the mediocre film of the year.,negative,0.921,SST-3 (Movies),Sci-Fi,10
6877,A fantastic masterpiece that blew me away.,positive,0.787,SST-3 (Movies),Action,7
6878,"Some parts were good, others were passable.",neutral,0.619,SST-3 (Movies),Horror,7
6879,A ordinary movie that had some good moments.,neutral,0.8,SST-3 (Movies),Comedy,8
6880,Boring from start to finish.,negative,0.648,SST-3 (Movies),Action,5
6881,"This film exceeded all expectations, it was wonderful.",positive,0.796,SST-3 (Movies),Sci-Fi,8
6882,Brilliant performances throughout!,positive,0.957,SST-3 (Movies),Horror,3
6883,What a pathetic waste of time.,negative,0.962,SST-3 (Movies),Comedy,6
6884,A fair movie that had some good moments.,neutral,0.653,SST-3 (Movies),Horror,8
6885,The acting was magnificent and the story was incredible.,positive,0.719,SST-3 (Movies),Romance,9
6886,A laughable disaster that disappointed me.,negative,0.646,SST-3 (Movies),Drama,6
6887,A unforgettable masterpiece that blew me away.,positive,0.619,SST-3 (Movies),Horror,7
6888,Brilliant performances throughout!,positive,0.662,SST-3 (Movies),Comedy,3
6889,Brilliant performances throughout!,positive,0.855,SST-3 (Movies),Drama,3
6890,"This film exceeded all expectations, it was powerful.",positive,0.842,SST-3 (Movies),Horror,8
6891,It was ordinary - that's all I can say.,neutral,0.777,SST-3 (Movies),Horror,9
6892,Complete disaster - don't waste your money.,negative,0.643,SST-3 (Movies),Horror,7
6893,It was decent - that's all I can say.,neutral,0.682,SST-3 (Movies),Sci-Fi,9
6894,A spectacular masterpiece that blew me away.,positive,0.777,SST-3 (Movies),Action,7
6895,Terrible - I want my money back!,negative,0.75,SST-3 (Movies),Drama,7
6896,One of the most brilliant movies I've ever seen.,positive,0.921,SST-3 (Movies),Romance,9
6897,Boring from start to finish.,negative,0.849,SST-3 (Movies),Comedy,5
6898,It was an fair film.,neutral,0.962,SST-3 (Movies),Drama,5
6899,"Some parts were good, others were modest.",neutral,0.676,SST-3 (Movies),Drama,7
6900,A stupid disaster that disappointed me.,negative,0.702,SST-3 (Movies),Sci-Fi,6
6901,It was an passable film.,neutral,0.803,SST-3 (Movies),Comedy,5
6902,The acting was unforgettable and the story was incredible.,positive,0.603,SST-3 (Movies),Romance,9
6903,This is hands down the annoying film of the year.,negative,0.875,SST-3 (Movies),Sci-Fi,10
6904,"This film exceeded all expectations, it was magnificent.",positive,0.966,SST-3 (Movies),Drama,8
6905,I was amazed by this incredible film.,positive,0.717,SST-3 (Movies),Drama,7
6906,"Some parts were good, others were passable.",neutral,0.719,SST-3 (Movies),Drama,7
6907,"Nothing special, just decent.",neutral,0.868,SST-3 (Movies),Horror,4
6908,Absolutely wonderful film!,positive,0.815,SST-3 (Movies),Romance,3
6909,What a ridiculous waste of time.,negative,0.705,SST-3 (Movies),Sci-Fi,6
6910,One of the most extraordinary movies I've ever seen.,positive,0.923,SST-3 (Movies),Sci-Fi,9
6911,What a brilliant experience!,positive,0.811,SST-3 (Movies),Romance,4
6912,What a spectacular experience!,positive,0.893,SST-3 (Movies),Romance,4
6913,A fantastic masterpiece that blew me away.,positive,0.926,SST-3 (Movies),Sci-Fi,7
6914,The cinematography was stunning and fantastic.,positive,0.736,SST-3 (Movies),Drama,6
6915,This is hands down the disappointing film of the year.,negative,0.843,SST-3 (Movies),Horror,10
6916,"This film exceeded all expectations, it was powerful.",positive,0.739,SST-3 (Movies),Drama,8
6917,I have mixed feelings about this film.,neutral,0.989,SST-3 (Movies),Sci-Fi,7
6918,I was amazed by this incredible film.,positive,0.951,SST-3 (Movies),Horror,7
6919,Complete disaster - don't waste your money.,negative,0.977,SST-3 (Movies),Action,7
6920,I was amazed by this incredible film.,positive,0.912,SST-3 (Movies),Romance,7
6921,"This film exceeded all expectations, it was brilliant.",positive,0.646,SST-3 (Movies),Comedy,8
6922,Absolutely outstanding film!,positive,0.704,SST-3 (Movies),Romance,3
6923,It's a decent experience overall.,neutral,0.897,SST-3 (Movies),Drama,5
6924,"This film exceeded all expectations, it was brilliant.",positive,0.742,SST-3 (Movies),Action,8
6925,The direction was awful and the script was nonsensical.,negative,0.876,SST-3 (Movies),Comedy,9
6926,A frustrating disaster that disappointed me.,negative,0.968,SST-3 (Movies),Action,6
6927,I was amazed by this incredible film.,positive,0.847,SST-3 (Movies),Comedy,7
6928,I have mixed feelings about this film.,neutral,0.882,SST-3 (Movies),Drama,7
6929,I was amazed by this incredible film.,positive,0.938,SST-3 (Movies),Comedy,7
6930,Boring from start to finish.,negative,0.99,SST-3 (Movies),Comedy,5
6931,It was middling - that's all I can say.,neutral,0.724,SST-3 (Movies),Drama,9
6932,The acting was terrible and the plot was annoying.,negative,0.832,SST-3 (Movies),Horror,9
6933,A annoying disaster that disappointed me.,negative,0.674,SST-3 (Movies),Sci-Fi,6
6934,A powerful masterpiece that blew me away.,positive,0.9,SST-3 (Movies),Drama,7
6935,One of the most unforgettable movies I've ever seen.,positive,0.657,SST-3 (Movies),Action,9
6936,The cinematography was stunning and wonderful.,positive,0.737,SST-3 (Movies),Romance,6
6937,Absolutely superb film!,positive,0.837,SST-3 (Movies),Comedy,3
6938,One of the most fantastic movies I've ever seen.,positive,0.821,SST-3 (Movies),Comedy,9
6939,The acting was remarkable and the story was incredible.,positive,0.982,SST-3 (Movies),Horror,9
6940,This movie was powerful!,positive,0.618,SST-3 (Movies),Action,4
6941,A excellent masterpiece that blew me away.,positive,0.71,SST-3 (Movies),Drama,7
6942,The acting was terrible and the plot was annoying.,negative,0.977,SST-3 (Movies),Drama,9
6943,"Some parts were good, others were mediocre.",neutral,0.607,SST-3 (Movies),Horror,7
6944,Brilliant performances throughout!,positive,0.746,SST-3 (Movies),Drama,3
6945,This movie was laughable.,negative,0.766,SST-3 (Movies),Drama,4
6946,What a dreadful waste of time.,negative,0.716,SST-3 (Movies),Action,6
6947,The acting was decent and the story was tolerable.,neutral,0.892,SST-3 (Movies),Romance,9
6948,Brilliant performances throughout!,positive,0.609,SST-3 (Movies),Sci-Fi,3
6949,Brilliant performances throughout!,positive,0.895,SST-3 (Movies),Sci-Fi,3
